START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
2025-01-22,7:30 PM,9:30 PM,Winnipeg at Colorado,Ball Arena - Denver - CO,TSN3 /  ALT / KTVD,2025-01-22,2025-01-23,10:30 PM,12:30 AM,false,true,2025-01-22,6:30 PM,8:30 PM,FREE,BUSY
2025-01-31,7:00 PM,9:00 PM,St. Louis at Colorado,Ball Arena - Denver - CO,TVAS /  FDSNMW /  ALT2,2025-01-31,2025-02-01,10:00 PM,12:00 AM,false,true,2025-01-31,6:00 PM,8:00 PM,FREE,BUSY
2025-02-02,1:00 PM,3:00 PM,Philadelphia at Colorado,Ball Arena - Denver - CO,TVAS / SN1 /  NBCSP+ /  ALT,2025-02-02,2025-02-02,4:00 PM,6:00 PM,false,true,2025-02-02,12:00 PM,2:00 PM,FREE,BUSY
2025-02-26,7:30 PM,9:30 PM,New Jersey at Colorado,Ball Arena - Denver - CO,TVAS /  MSGSN /  ALT / KTVD,2025-02-26,2025-02-27,10:30 PM,12:30 AM,false,true,2025-02-26,6:30 PM,8:30 PM,FREE,BUSY
2025-02-28,7:00 PM,9:00 PM,Minnesota at Colorado,Ball Arena - Denver - CO,TVAS /  FDSNNO / FDSNWI /  ALT,2025-02-28,2025-03-01,10:00 PM,12:00 AM,false,true,2025-02-28,6:00 PM,8:00 PM,FREE,BUSY
2025-03-04,7:00 PM,9:00 PM,Pittsburgh at Colorado,Ball Arena - Denver - CO,TVAS /  SN-PIT /  ALT,2025-03-04,2025-03-05,10:00 PM,12:00 AM,false,true,2025-03-04,6:00 PM,8:00 PM,FREE,BUSY
2025-03-06,7:00 PM,9:00 PM,San Jose at Colorado,Ball Arena - Denver - CO,NBCSCA /  ALT,2025-03-06,2025-03-07,10:00 PM,12:00 AM,false,true,2025-03-06,6:00 PM,8:00 PM,FREE,BUSY
2025-03-08,5:00 PM,7:00 PM,Toronto at Colorado,Ball Arena - Denver - CO,CBC / SNO / SNP /  ALT / KTVD,2025-03-08,2025-03-08,8:00 PM,10:00 PM,false,true,2025-03-08,4:00 PM,6:00 PM,FREE,BUSY
2025-03-10,7:00 PM,9:00 PM,Chicago at Colorado,Ball Arena - Denver - CO,TVAS-D /  CHSN+ /  ALT2,2025-03-10,2025-03-11,10:00 PM,12:00 AM,false,true,2025-03-10,6:00 PM,8:00 PM,FREE,BUSY
2025-03-16,1:30 PM,3:30 PM,Dallas at Colorado,Ball Arena - Denver - CO,TVAS / SN / TNT / truTV / MAX /  ALT,2025-03-16,2025-03-16,4:30 PM,6:30 PM,false,true,2025-03-16,12:30 PM,2:30 PM,FREE,BUSY
2025-03-25,7:00 PM,9:00 PM,Detroit at Colorado,Ball Arena - Denver - CO,FDSNDET /  ALT / KTVD,2025-03-25,2025-03-26,10:00 PM,12:00 AM,false,true,2025-03-25,6:00 PM,8:00 PM,FREE,BUSY
2025-03-27,8:00 PM,10:00 PM,Los Angeles at Colorado,Ball Arena - Denver - CO,ESPN,2025-03-27,2025-03-28,11:00 PM,1:00 AM,false,true,2025-03-27,7:00 PM,9:00 PM,FREE,BUSY
2025-03-29,2:30 PM,4:30 PM,St. Louis at Colorado,Ball Arena - Denver - CO,TVAS /  FDSNMW /  ALT,2025-03-29,2025-03-29,5:30 PM,7:30 PM,false,true,2025-03-29,1:30 PM,3:30 PM,FREE,BUSY
2025-03-31,6:30 PM,8:30 PM,Calgary at Colorado,Ball Arena - Denver - CO,Prime /  ALT / KTVD,2025-03-31,2025-03-31,9:30 PM,11:30 PM,false,true,2025-03-31,5:30 PM,7:30 PM,FREE,BUSY
2025-04-08,7:30 PM,9:30 PM,Vegas at Colorado,Ball Arena - Denver - CO,SN360 / ESPN,2025-04-08,2025-04-09,10:30 PM,12:30 AM,false,true,2025-04-08,6:30 PM,8:30 PM,FREE,BUSY
2025-04-10,7:00 PM,9:00 PM,Vancouver at Colorado,Ball Arena - Denver - CO,SNP /  ALT / KUSA,2025-04-10,2025-04-11,10:00 PM,12:00 AM,false,true,2025-04-10,6:00 PM,8:00 PM,FREE,BUSY
2024-09-23,7:00 PM,9:00 PM,Edmonton 1 - Calgary 6,Scotiabank Saddledome - null, ,2024-09-23,2024-09-24,10:00 PM,12:00 AM,false,true,2024-09-23,6:00 PM,8:00 PM,FREE,BUSY
2024-09-28,7:00 PM,9:00 PM,Vancouver 2 - Calgary 4,Scotiabank Saddledome - null,SN,2024-09-28,2024-09-29,10:00 PM,12:00 AM,false,true,2024-09-28,6:00 PM,8:00 PM,FREE,BUSY
2024-09-30,7:00 PM,9:00 PM,Seattle 3 - Calgary 4,Scotiabank Saddledome - null,KONG / KHN,2024-09-30,2024-10-01,10:00 PM,12:00 AM,false,true,2024-09-30,6:00 PM,8:00 PM,FREE,BUSY
2024-10-04,7:00 PM,9:00 PM,Winnipeg 3 - Calgary 2,Scotiabank Saddledome - null,TSN3,2024-10-04,2024-10-05,10:00 PM,12:00 AM,false,true,2024-10-04,6:00 PM,8:00 PM,FREE,BUSY
2024-10-12,8:00 PM,10:00 PM,Philadelphia 3 - Calgary 6,Scotiabank Saddledome - Calgary - AB,SN1 / CITY / SNW / SN360 (JIP) /  NBCSP,2024-10-12,2024-10-13,11:00 PM,1:00 AM,false,true,2024-10-12,7:00 PM,9:00 PM,FREE,BUSY
2024-10-15,7:00 PM,9:00 PM,Chicago 1 - Calgary 3,Scotiabank Saddledome - Calgary - AB,CHSN /  SNW,2024-10-15,2024-10-16,10:00 PM,12:00 AM,false,true,2024-10-15,6:00 PM,8:00 PM,FREE,BUSY
2024-10-22,7:30 PM,9:30 PM,Pittsburgh 3 - Calgary 4,Scotiabank Saddledome - Calgary - AB,SN1 /  SN-PIT,2024-10-22,2024-10-23,10:30 PM,12:30 AM,false,true,2024-10-22,6:30 PM,8:30 PM,FREE,BUSY
2024-10-24,7:00 PM,9:00 PM,Carolina 4 - Calgary 2,Scotiabank Saddledome - Calgary - AB,FDSNSO /  SNW,2024-10-24,2024-10-25,10:00 PM,12:00 AM,false,true,2024-10-24,6:00 PM,8:00 PM,FREE,BUSY
2024-10-26,5:00 PM,7:00 PM,Winnipeg 5 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SN360 / SNW,2024-10-26,2024-10-26,8:00 PM,10:00 PM,false,true,2024-10-26,4:00 PM,6:00 PM,FREE,BUSY
2024-11-01,7:00 PM,9:00 PM,New Jersey 0 - Calgary 3,Scotiabank Saddledome - Calgary - AB,TVAS / SN1 / SNW /  MSGSN2,2024-11-01,2024-11-02,10:00 PM,12:00 AM,false,true,2024-11-01,6:00 PM,8:00 PM,FREE,BUSY
2024-11-03,6:00 PM,8:00 PM,Edmonton 4 - Calgary 2,Scotiabank Saddledome - Calgary - AB,SN1 / SNE / SNW / SNP,2024-11-03,2024-11-03,9:00 PM,11:00 PM,false,true,2024-11-03,5:00 PM,7:00 PM,FREE,BUSY
2024-11-11,6:30 PM,8:30 PM,Los Angeles 1 - Calgary 3,Scotiabank Saddledome - Calgary - AB,Prime /  FDSNW,2024-11-11,2024-11-11,9:30 PM,11:30 PM,false,true,2024-11-11,5:30 PM,7:30 PM,FREE,BUSY
2024-11-15,7:00 PM,9:00 PM,Nashville 0 - Calgary 2,Scotiabank Saddledome - Calgary - AB,FDSNSO /  SNW,2024-11-15,2024-11-16,10:00 PM,12:00 AM,false,true,2024-11-15,6:00 PM,8:00 PM,FREE,BUSY
2024-11-19,7:00 PM,9:00 PM,Ny Islanders 1 - Calgary 2,Scotiabank Saddledome - Calgary - AB,SN1 /  MSGSN,2024-11-19,2024-11-20,10:00 PM,12:00 AM,false,true,2024-11-19,6:00 PM,8:00 PM,FREE,BUSY
2024-11-21,7:00 PM,9:00 PM,Ny Rangers 2 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SN1 /  MSG,2024-11-21,2024-11-22,10:00 PM,12:00 AM,false,true,2024-11-21,6:00 PM,8:00 PM,FREE,BUSY
2024-11-23,2:00 PM,4:00 PM,Minnesota 3 - Calgary 4,Scotiabank Saddledome - Calgary - AB,FDSNNO / FDSNWI /  SNW,2024-11-23,2024-11-23,5:00 PM,7:00 PM,false,true,2024-11-23,1:00 PM,3:00 PM,FREE,BUSY
2024-12-03,7:00 PM,9:00 PM,Columbus 0 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SNW /  FDSNOH,2024-12-03,2024-12-04,10:00 PM,12:00 AM,false,true,2024-12-03,6:00 PM,8:00 PM,FREE,BUSY
2024-12-05,7:00 PM,9:00 PM,St. Louis 4 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SN1 /  FDSNMW,2024-12-05,2024-12-06,10:00 PM,12:00 AM,false,true,2024-12-05,6:00 PM,8:00 PM,FREE,BUSY
2024-12-12,7:00 PM,9:00 PM,Tampa Bay 8 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SN1 /  FDSNSUN,2024-12-12,2024-12-13,10:00 PM,12:00 AM,false,true,2024-12-12,6:00 PM,8:00 PM,FREE,BUSY
2024-12-14,8:00 PM,10:00 PM,Florida 0 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SN1 / CITY / SNW /  SCRIPPS,2024-12-14,2024-12-15,11:00 PM,1:00 AM,false,true,2024-12-14,7:00 PM,9:00 PM,FREE,BUSY
2024-12-17,7:00 PM,9:00 PM,Boston 4 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SN1 / SNW /  NESN,2024-12-17,2024-12-18,10:00 PM,12:00 AM,false,true,2024-12-17,6:00 PM,8:00 PM,FREE,BUSY
2024-12-19,7:00 PM,9:00 PM,Ottawa 3 - Calgary 2,Scotiabank Saddledome - Calgary - AB,RDS / TSN5 /  SNW,2024-12-19,2024-12-20,10:00 PM,12:00 AM,false,true,2024-12-19,6:00 PM,8:00 PM,FREE,BUSY
2024-12-21,2:00 PM,4:00 PM,Chicago 4 - Calgary 6,Scotiabank Saddledome - Calgary - AB,SN1 /  CHSN,2024-12-21,2024-12-21,5:00 PM,7:00 PM,false,true,2024-12-21,1:00 PM,3:00 PM,FREE,BUSY
2024-12-31,7:00 PM,9:00 PM,Vancouver 1 - Calgary 3,Scotiabank Saddledome - Calgary - AB,SNP /  SNW,2024-12-31,2025-01-01,10:00 PM,12:00 AM,false,true,2024-12-31,6:00 PM,8:00 PM,FREE,BUSY
2025-01-02,7:00 PM,9:00 PM,Utah 5 - Calgary 3,Scotiabank Saddledome - Calgary - AB,Utah16 /  SNW,2025-01-02,2025-01-03,10:00 PM,12:00 AM,false,true,2025-01-02,6:00 PM,8:00 PM,FREE,BUSY
2025-01-04,8:00 PM,10:00 PM,Nashville 4 - Calgary 1,Scotiabank Saddledome - Calgary - AB,SN1 / CITY / SNW /  FDSNSO,2025-01-04,2025-01-05,11:00 PM,1:00 AM,false,true,2025-01-04,7:00 PM,9:00 PM,FREE,BUSY
2025-01-11,8:00 PM,10:00 PM,Los Angeles at Calgary,Scotiabank Saddledome - Calgary - AB,CBC / CITY / SN /  FDSNW,2025-01-11,2025-01-12,11:00 PM,1:00 AM,false,true,2025-01-11,7:00 PM,9:00 PM,FREE,BUSY
2025-01-23,7:00 PM,9:00 PM,Buffalo at Calgary,Scotiabank Saddledome - Calgary - AB,SN1 /  MSG-B,2025-01-23,2025-01-24,10:00 PM,12:00 AM,false,true,2025-01-23,6:00 PM,8:00 PM,FREE,BUSY
2025-01-28,7:00 PM,9:00 PM,Washington at Calgary,Scotiabank Saddledome - Calgary - AB,TVAS /  MNMT /  SNW,2025-01-28,2025-01-29,10:00 PM,12:00 AM,false,true,2025-01-28,6:00 PM,8:00 PM,FREE,BUSY
2025-01-30,7:00 PM,9:00 PM,Anaheim at Calgary,Scotiabank Saddledome - Calgary - AB,KCOP-13 / Victory+ /  SNW,2025-01-30,2025-01-31,10:00 PM,12:00 AM,false,true,2025-01-30,6:00 PM,8:00 PM,FREE,BUSY
2025-02-01,8:00 PM,10:00 PM,Detroit at Calgary,Scotiabank Saddledome - Calgary - AB,CBC / CITY / SN /  FDSNDET,2025-02-01,2025-02-02,11:00 PM,1:00 AM,false,true,2025-02-01,7:00 PM,9:00 PM,FREE,BUSY
2025-02-04,7:00 PM,9:00 PM,Toronto at Calgary,Scotiabank Saddledome - Calgary - AB,TSN4 /  SNW,2025-02-04,2025-02-05,10:00 PM,12:00 AM,false,true,2025-02-04,6:00 PM,8:00 PM,FREE,BUSY
2025-02-06,7:00 PM,9:00 PM,Colorado at Calgary,Scotiabank Saddledome - Calgary - AB,SN360 / SNW /  ALT,2025-02-06,2025-02-07,10:00 PM,12:00 AM,false,true,2025-02-06,6:00 PM,8:00 PM,FREE,BUSY
2025-02-08,8:00 PM,10:00 PM,Seattle at Calgary,Scotiabank Saddledome - Calgary - AB,CBC / TVAS / CITY / SN /  KONG / KING 5 / KHN,2025-02-08,2025-02-09,11:00 PM,1:00 AM,false,true,2025-02-08,7:00 PM,9:00 PM,FREE,BUSY
2025-02-23,6:00 PM,8:00 PM,San Jose at Calgary,Scotiabank Saddledome - Calgary - AB,SN360 / SNW /  NBCSCA,2025-02-23,2025-02-23,9:00 PM,11:00 PM,false,true,2025-02-23,5:00 PM,7:00 PM,FREE,BUSY
2025-03-08,5:00 PM,7:00 PM,Montréal at Calgary,Scotiabank Saddledome - Calgary - AB,TVAS / CITY / SNE / SNW,2025-03-08,2025-03-08,8:00 PM,10:00 PM,false,true,2025-03-08,4:00 PM,6:00 PM,FREE,BUSY
2025-03-12,7:00 PM,9:00 PM,Vancouver at Calgary,Scotiabank Saddledome - Calgary - AB,SN,2025-03-12,2025-03-13,10:00 PM,12:00 AM,false,true,2025-03-12,6:00 PM,8:00 PM,FREE,BUSY
2025-03-14,7:00 PM,9:00 PM,Colorado at Calgary,Scotiabank Saddledome - Calgary - AB,SN1 /  ALT2 / KTVD,2025-03-14,2025-03-15,10:00 PM,12:00 AM,false,true,2025-03-14,6:00 PM,8:00 PM,FREE,BUSY
2025-03-25,7:00 PM,9:00 PM,Seattle at Calgary,Scotiabank Saddledome - Calgary - AB,KONG / KHN /  SNW,2025-03-25,2025-03-26,10:00 PM,12:00 AM,false,true,2025-03-25,6:00 PM,8:00 PM,FREE,BUSY
2025-03-27,7:00 PM,9:00 PM,Dallas at Calgary,Scotiabank Saddledome - Calgary - AB,Victory+ /  SNW,2025-03-27,2025-03-28,10:00 PM,12:00 AM,false,true,2025-03-27,6:00 PM,8:00 PM,FREE,BUSY
2025-04-03,7:30 PM,9:30 PM,Anaheim at Calgary,Scotiabank Saddledome - Calgary - AB,SN1 /  KCOP-13 / Victory+,2025-04-03,2025-04-04,10:30 PM,12:30 AM,false,true,2025-04-03,6:30 PM,8:30 PM,FREE,BUSY
2025-04-05,8:00 PM,10:00 PM,Vegas at Calgary,Scotiabank Saddledome - Calgary - AB,CBC / CITY / SN /  SCRIPPS,2025-04-05,2025-04-06,11:00 PM,1:00 AM,false,true,2025-04-05,7:00 PM,9:00 PM,FREE,BUSY
2025-04-11,8:00 PM,10:00 PM,Minnesota at Calgary,Scotiabank Saddledome - Calgary - AB,FDSNNOX /  SNW,2025-04-11,2025-04-12,11:00 PM,1:00 AM,false,true,2025-04-11,7:00 PM,9:00 PM,FREE,BUSY
2025-04-13,6:00 PM,8:00 PM,San Jose at Calgary,Scotiabank Saddledome - Calgary - AB,SN1 /  NBCSCA,2025-04-13,2025-04-13,9:00 PM,11:00 PM,false,true,2025-04-13,5:00 PM,7:00 PM,FREE,BUSY
2025-04-15,7:00 PM,9:00 PM,Vegas at Calgary,Scotiabank Saddledome - Calgary - AB,TVAS /  SCRIPPS /  SNW,2025-04-15,2025-04-16,10:00 PM,12:00 AM,false,true,2025-04-15,6:00 PM,8:00 PM,FREE,BUSY
2024-09-25,7:00 PM,7:00 PM,St. Louis 0 - Columbus 3,Nationwide Arena - null, ,2024-09-25,2024-09-25,10:00 PM,10:00 PM,false,true,2024-09-25,6:00 PM,6:00 PM,FREE,BUSY
2024-09-28,7:00 PM,7:00 PM,Buffalo 3 - Columbus 6,Nationwide Arena - null, ,2024-09-28,2024-09-28,10:00 PM,10:00 PM,false,true,2024-09-28,6:00 PM,6:00 PM,FREE,BUSY
2024-09-30,7:00 PM,7:00 PM,Washington 3 - Columbus 2,Nationwide Arena - null,MNMT,2024-09-30,2024-09-30,10:00 PM,10:00 PM,false,true,2024-09-30,6:00 PM,6:00 PM,FREE,BUSY
2024-10-03,7:00 PM,7:00 PM,Pittsburgh 3 - Columbus 1,Nationwide Arena - null, ,2024-10-03,2024-10-03,10:00 PM,10:00 PM,false,true,2024-10-03,6:00 PM,6:00 PM,FREE,BUSY
2024-10-15,7:00 PM,7:00 PM,Florida 4 - Columbus 3,Nationwide Arena - Columbus - OH,TVAS / NHLN /  SCRIPPS /  BSOH,2024-10-15,2024-10-15,10:00 PM,10:00 PM,false,true,2024-10-15,6:00 PM,6:00 PM,FREE,BUSY
2024-10-17,7:00 PM,7:00 PM,Buffalo 4 - Columbus 6,Nationwide Arena - Columbus - OH,MSG-B /  BSOH,2024-10-17,2024-10-17,10:00 PM,10:00 PM,false,true,2024-10-17,6:00 PM,6:00 PM,FREE,BUSY
2024-10-19,7:00 PM,7:00 PM,Minnesota 3 - Columbus 1,Nationwide Arena - Columbus - OH,BSN / BSWI /  BSOH,2024-10-19,2024-10-19,10:00 PM,10:00 PM,false,true,2024-10-19,6:00 PM,6:00 PM,FREE,BUSY
2024-10-22,7:30 PM,7:30 PM,Toronto 2 - Columbus 6,Nationwide Arena - Columbus - OH,TSN4 /  FDSNOH,2024-10-22,2024-10-22,10:30 PM,10:30 PM,false,true,2024-10-22,6:30 PM,6:30 PM,FREE,BUSY
2024-10-28,7:00 PM,7:00 PM,Edmonton 1 - Columbus 6,Nationwide Arena - Columbus - OH,SNW /  FDSNOH,2024-10-28,2024-10-28,10:00 PM,10:00 PM,false,true,2024-10-28,6:00 PM,6:00 PM,FREE,BUSY
2024-10-30,7:00 PM,7:00 PM,Ny Islanders 0 - Columbus 2,Nationwide Arena - Columbus - OH,TVAS /  MSGSN /  FDSNOH,2024-10-30,2024-10-30,10:00 PM,10:00 PM,false,true,2024-10-30,6:00 PM,6:00 PM,FREE,BUSY
2024-11-01,7:00 PM,7:00 PM,Winnipeg 6 - Columbus 2,Nationwide Arena - Columbus - OH,TVAS /  TSN3 /  FDSNOH,2024-11-01,2024-11-01,10:00 PM,10:00 PM,false,true,2024-11-01,6:00 PM,6:00 PM,FREE,BUSY
2024-11-15,7:00 PM,7:00 PM,Pittsburgh 2 - Columbus 6,Nationwide Arena - Columbus - OH,SNE / SNO / SNP / NHLN /  SN-PIT /  FDSNOH,2024-11-15,2024-11-15,10:00 PM,10:00 PM,false,true,2024-11-15,6:00 PM,6:00 PM,FREE,BUSY
2024-11-21,7:00 PM,7:00 PM,Tampa Bay 6 - Columbus 7,Nationwide Arena - Columbus - OH,FDSNSUN /  FDSNOH,2024-11-21,2024-11-21,10:00 PM,10:00 PM,false,true,2024-11-21,6:00 PM,6:00 PM,FREE,BUSY
2024-11-23,7:00 PM,7:00 PM,Carolina 4 - Columbus 5,Nationwide Arena - Columbus - OH,FDSNSO /  FDSNOH,2024-11-23,2024-11-23,10:00 PM,10:00 PM,false,true,2024-11-23,6:00 PM,6:00 PM,FREE,BUSY
2024-11-27,7:30 PM,7:30 PM,Montréal 4 - Columbus 3,Nationwide Arena - Columbus - OH,SNE /  RDS /  FDSNOH,2024-11-27,2024-11-27,10:30 PM,10:30 PM,false,true,2024-11-27,6:30 PM,6:30 PM,FREE,BUSY
2024-11-29,3:00 PM,3:00 PM,Calgary 2 - Columbus 5,Nationwide Arena - Columbus - OH,SN1 / SNW /  FDSNOH,2024-11-29,2024-11-29,6:00 PM,6:00 PM,false,true,2024-11-29,2:00 PM,2:00 PM,FREE,BUSY
2024-12-10,7:00 PM,7:00 PM,Philadelphia 5 - Columbus 3,Nationwide Arena - Columbus - OH,NBCSP /  FDSNOH,2024-12-10,2024-12-10,10:00 PM,10:00 PM,false,true,2024-12-10,6:00 PM,6:00 PM,FREE,BUSY
2024-12-12,7:00 PM,7:00 PM,Washington 2 - Columbus 1,Nationwide Arena - Columbus - OH,MNMT /  FDSNOH,2024-12-12,2024-12-12,10:00 PM,10:00 PM,false,true,2024-12-12,6:00 PM,6:00 PM,FREE,BUSY
2024-12-14,7:00 PM,7:00 PM,Anaheim 4 - Columbus 3,Nationwide Arena - Columbus - OH,KCOP-13 / Victory+ /  FDSNOH,2024-12-14,2024-12-14,10:00 PM,10:00 PM,false,true,2024-12-14,6:00 PM,6:00 PM,FREE,BUSY
2024-12-19,7:00 PM,7:00 PM,New Jersey 2 - Columbus 4,Nationwide Arena - Columbus - OH,MSGSN /  FDSNOH,2024-12-19,2024-12-19,10:00 PM,10:00 PM,false,true,2024-12-19,6:00 PM,6:00 PM,FREE,BUSY
2024-12-23,7:00 PM,7:00 PM,Montréal 4 - Columbus 5,Nationwide Arena - Columbus - OH,RDS / TSN2 /  FDSNOH,2024-12-23,2024-12-23,10:00 PM,10:00 PM,false,true,2024-12-23,6:00 PM,6:00 PM,FREE,BUSY
2024-12-27,7:00 PM,7:00 PM,Boston 2 - Columbus 6,Nationwide Arena - Columbus - OH,NESN /  FDSNOH,2024-12-27,2024-12-27,10:00 PM,10:00 PM,false,true,2024-12-27,6:00 PM,6:00 PM,FREE,BUSY
2024-12-31,8:00 PM,8:00 PM,Carolina 3 - Columbus 4,Nationwide Arena - Columbus - OH,FDSNSO /  FDSNOH,2024-12-31,2024-12-31,11:00 PM,11:00 PM,false,true,2024-12-31,7:00 PM,7:00 PM,FREE,BUSY
2025-01-02,7:00 PM,7:00 PM,Detroit 5 - Columbus 4,Nationwide Arena - Columbus - OH,FDSNDET /  FDSNOH,2025-01-02,2025-01-02,10:00 PM,10:00 PM,false,true,2025-01-02,6:00 PM,6:00 PM,FREE,BUSY
2025-01-04,7:00 PM,7:00 PM,St. Louis 4 - Columbus 6,Nationwide Arena - Columbus - OH,FDSNMW /  FDSNOH,2025-01-04,2025-01-04,10:00 PM,10:00 PM,false,true,2025-01-04,6:00 PM,6:00 PM,FREE,BUSY
2025-01-09,7:00 PM,7:00 PM,Seattle at Columbus,Nationwide Arena - Columbus - OH,KONG / KHN /  FDSNOH,2025-01-09,2025-01-09,10:00 PM,10:00 PM,false,true,2025-01-09,6:00 PM,6:00 PM,FREE,BUSY
2025-01-14,7:00 PM,7:00 PM,Philadelphia at Columbus,Nationwide Arena - Columbus - OH,NBCSP+ /  FDSNOH,2025-01-14,2025-01-14,10:00 PM,10:00 PM,false,true,2025-01-14,6:00 PM,6:00 PM,FREE,BUSY
2025-01-16,7:00 PM,7:00 PM,San Jose at Columbus,Nationwide Arena - Columbus - OH,NBCSCA /  FDSNOH,2025-01-16,2025-01-16,10:00 PM,10:00 PM,false,true,2025-01-16,6:00 PM,6:00 PM,FREE,BUSY
2025-01-25,7:00 PM,7:00 PM,Los Angeles at Columbus,Nationwide Arena - Columbus - OH,FDSNW /  FDSNOH,2025-01-25,2025-01-25,10:00 PM,10:00 PM,false,true,2025-01-25,6:00 PM,6:00 PM,FREE,BUSY
2025-02-06,7:00 PM,7:00 PM,Utah at Columbus,Nationwide Arena - Columbus - OH,Utah16 /  FDSNOH,2025-02-06,2025-02-06,10:00 PM,10:00 PM,false,true,2025-02-06,6:00 PM,6:00 PM,FREE,BUSY
2025-02-08,7:00 PM,7:00 PM,Ny Rangers at Columbus,Nationwide Arena - Columbus - OH,MSG /  FDSNOH,2025-02-08,2025-02-08,10:00 PM,10:00 PM,false,true,2025-02-08,6:00 PM,6:00 PM,FREE,BUSY
2025-02-22,7:00 PM,7:00 PM,Chicago at Columbus,Nationwide Arena - Columbus - OH,CHSN+ /  FDSNOH,2025-02-22,2025-02-22,10:00 PM,10:00 PM,false,true,2025-02-22,6:00 PM,6:00 PM,FREE,BUSY
2025-02-25,7:00 PM,7:00 PM,Dallas at Columbus,Nationwide Arena - Columbus - OH,Victory+ /  FDSNOH,2025-02-25,2025-02-25,10:00 PM,10:00 PM,false,true,2025-02-25,6:00 PM,6:00 PM,FREE,BUSY
2025-03-01,6:00 PM,6:00 PM,Detroit at Columbus,Ohio Stadium - Columbus - OH,SN360 / TVAS2 / ESPN,2025-03-01,2025-03-01,9:00 PM,9:00 PM,false,true,2025-03-01,5:00 PM,5:00 PM,FREE,BUSY
2025-03-13,7:00 PM,7:00 PM,Vegas at Columbus,Nationwide Arena - Columbus - OH,SCRIPPS /  FDSNOH,2025-03-13,2025-03-13,10:00 PM,10:00 PM,false,true,2025-03-13,6:00 PM,6:00 PM,FREE,BUSY
2025-03-15,7:00 PM,7:00 PM,Ny Rangers at Columbus,Nationwide Arena - Columbus - OH,MSG /  FDSNOH,2025-03-15,2025-03-15,10:00 PM,10:00 PM,false,true,2025-03-15,6:00 PM,6:00 PM,FREE,BUSY
2025-03-17,7:00 PM,7:00 PM,New Jersey at Columbus,Nationwide Arena - Columbus - OH,MSGSN /  FDSNOH,2025-03-17,2025-03-17,10:00 PM,10:00 PM,false,true,2025-03-17,6:00 PM,6:00 PM,FREE,BUSY
2025-03-20,7:00 PM,7:00 PM,Florida at Columbus,Nationwide Arena - Columbus - OH,SCRIPPS /  FDSNOH,2025-03-20,2025-03-20,10:00 PM,10:00 PM,false,true,2025-03-20,6:00 PM,6:00 PM,FREE,BUSY
2025-03-28,7:00 PM,7:00 PM,Vancouver at Columbus,Nationwide Arena - Columbus - OH,SNP /  FDSNOH,2025-03-28,2025-03-28,10:00 PM,10:00 PM,false,true,2025-03-28,6:00 PM,6:00 PM,FREE,BUSY
2025-04-01,7:00 PM,7:00 PM,Nashville at Columbus,Nationwide Arena - Columbus - OH,FDSNSO /  FDSNOH,2025-04-01,2025-04-01,10:00 PM,10:00 PM,false,true,2025-04-01,6:00 PM,6:00 PM,FREE,BUSY
2025-04-03,7:30 PM,7:30 PM,Colorado at Columbus,Nationwide Arena - Columbus - OH,ALT /  FDSNOH,2025-04-03,2025-04-03,10:30 PM,10:30 PM,false,true,2025-04-03,6:30 PM,6:30 PM,FREE,BUSY
2025-04-08,7:00 PM,7:00 PM,Ottawa at Columbus,Nationwide Arena - Columbus - OH,RDS2 / TSN5 /  FDSNOH,2025-04-08,2025-04-08,10:00 PM,10:00 PM,false,true,2025-04-08,6:00 PM,6:00 PM,FREE,BUSY
2025-04-10,7:00 PM,7:00 PM,Buffalo at Columbus,Nationwide Arena - Columbus - OH,MSG-B /  FDSNOH,2025-04-10,2025-04-10,10:00 PM,10:00 PM,false,true,2025-04-10,6:00 PM,6:00 PM,FREE,BUSY
2025-04-12,7:00 PM,7:00 PM,Washington at Columbus,Nationwide Arena - Columbus - OH,MNMT /  FDSNOH,2025-04-12,2025-04-12,10:00 PM,10:00 PM,false,true,2025-04-12,6:00 PM,6:00 PM,FREE,BUSY
2025-04-17,7:00 PM,7:00 PM,Ny Islanders at Columbus,Nationwide Arena - Columbus - OH,MSGSN /  FDSNOH,2025-04-17,2025-04-17,10:00 PM,10:00 PM,false,true,2025-04-17,6:00 PM,6:00 PM,FREE,BUSY
2024-09-21,7:00 PM,7:00 PM,Pittsburgh 3 - Buffalo 7,KeyBank Center - null,NHLN /  SN-PIT /  MSG-B,2024-09-21,2024-09-21,10:00 PM,10:00 PM,false,true,2024-09-21,6:00 PM,6:00 PM,FREE,BUSY
