START_DATE,START_TIME,START_TIME_ET,SUBJECT,LOCATION,DESCRIPTION,END_DATE,END_DATE_ET,END_TIME,END_TIME_ET,REMINDER_OFF,REMINDER_ON,REMINDER_DATE,REMINDER_TIME,REMINDER_TIME_ET,SHOWTIMEAS_FREE,SHOWTIMEAS_BUSY
2024-12-16,7:00 PM,8:00 PM,Washington 1 - Dallas 3,American Airlines Center - Dallas - TX,TVAS-D /  MNMT /  Victory+,2024-12-16,2024-12-16,10:00 PM,11:00 PM,false,true,2024-12-16,6:00 PM,7:00 PM,FREE,BUSY
2024-12-18,6:30 PM,7:30 PM,Toronto 5 - Dallas 3,American Airlines Center - Dallas - TX,TVAS / SN /  Victory+,2024-12-18,2024-12-18,9:30 PM,10:30 PM,false,true,2024-12-18,5:30 PM,6:30 PM,FREE,BUSY
2024-12-20,7:00 PM,8:00 PM,Ny Rangers 3 - Dallas 1,American Airlines Center - Dallas - TX,MSG /  Victory+,2024-12-20,2024-12-20,10:00 PM,11:00 PM,false,true,2024-12-20,6:00 PM,7:00 PM,FREE,BUSY
2024-12-27,7:00 PM,8:00 PM,Minnesota 3 - Dallas 2,American Airlines Center - Dallas - TX,FDSNNO / FDSNWI /  Victory+,2024-12-27,2024-12-27,10:00 PM,11:00 PM,false,true,2024-12-27,6:00 PM,7:00 PM,FREE,BUSY
2024-12-31,7:00 PM,8:00 PM,Buffalo 2 - Dallas 4,American Airlines Center - Dallas - TX,MSG-B /  Victory+,2024-12-31,2024-12-31,10:00 PM,11:00 PM,false,true,2024-12-31,6:00 PM,7:00 PM,FREE,BUSY
2025-01-02,7:00 PM,8:00 PM,Ottawa 2 - Dallas 4,American Airlines Center - Dallas - TX,RDS2 / TSN5 /  Victory+,2025-01-02,2025-01-02,10:00 PM,11:00 PM,false,true,2025-01-02,6:00 PM,7:00 PM,FREE,BUSY
2025-01-04,7:00 PM,8:00 PM,Utah 2 - Dallas 3,American Airlines Center - Dallas - TX,Utah16 /  Victory+,2025-01-04,2025-01-04,10:00 PM,11:00 PM,false,true,2025-01-04,6:00 PM,7:00 PM,FREE,BUSY
2025-01-16,7:00 PM,8:00 PM,Montréal at Dallas,American Airlines Center - Dallas - TX,RDS / TSN2 /  Victory+,2025-01-16,2025-01-16,10:00 PM,11:00 PM,false,true,2025-01-16,6:00 PM,7:00 PM,FREE,BUSY
2025-01-19,7:00 PM,8:00 PM,Detroit at Dallas,American Airlines Center - Dallas - TX,SN /  FDSNDET /  Victory+,2025-01-19,2025-01-19,10:00 PM,11:00 PM,false,true,2025-01-19,6:00 PM,7:00 PM,FREE,BUSY
2025-01-21,7:00 PM,8:00 PM,Carolina at Dallas,American Airlines Center - Dallas - TX,ESPN+ / HULU,2025-01-21,2025-01-21,10:00 PM,11:00 PM,false,true,2025-01-21,6:00 PM,7:00 PM,FREE,BUSY
2025-01-24,6:30 PM,7:30 PM,Vegas at Dallas,American Airlines Center - Dallas - TX,SN360 / ESPN,2025-01-24,2025-01-24,9:30 PM,10:30 PM,false,true,2025-01-24,5:30 PM,6:30 PM,FREE,BUSY
2025-01-31,7:00 PM,8:00 PM,Vancouver at Dallas,American Airlines Center - Dallas - TX,SN /  Victory+,2025-01-31,2025-01-31,10:00 PM,11:00 PM,false,true,2025-01-31,6:00 PM,7:00 PM,FREE,BUSY
2025-02-02,5:00 PM,6:00 PM,Columbus at Dallas,American Airlines Center - Dallas - TX,FDSNOH /  Victory+,2025-02-02,2025-02-02,8:00 PM,9:00 PM,false,true,2025-02-02,4:00 PM,5:00 PM,FREE,BUSY
2025-02-28,7:00 PM,8:00 PM,Los Angeles at Dallas,American Airlines Center - Dallas - TX,SN /  FDSNW /  Victory+,2025-02-28,2025-02-28,10:00 PM,11:00 PM,false,true,2025-02-28,6:00 PM,7:00 PM,FREE,BUSY
2025-03-02,5:00 PM,6:00 PM,St. Louis at Dallas,American Airlines Center - Dallas - TX,TNT / truTV / MAX,2025-03-02,2025-03-02,8:00 PM,9:00 PM,false,true,2025-03-02,4:00 PM,5:00 PM,FREE,BUSY
2025-03-04,7:00 PM,8:00 PM,New Jersey at Dallas,American Airlines Center - Dallas - TX,ESPN+ / HULU,2025-03-04,2025-03-04,10:00 PM,11:00 PM,false,true,2025-03-04,6:00 PM,7:00 PM,FREE,BUSY
2025-03-06,7:00 PM,8:00 PM,Calgary at Dallas,American Airlines Center - Dallas - TX,SN1 /  Victory+,2025-03-06,2025-03-06,10:00 PM,11:00 PM,false,true,2025-03-06,6:00 PM,7:00 PM,FREE,BUSY
2025-03-18,7:00 PM,8:00 PM,Anaheim at Dallas,American Airlines Center - Dallas - TX,KCOP-13 / Victory+ /  Victory+,2025-03-18,2025-03-18,10:00 PM,11:00 PM,false,true,2025-03-18,6:00 PM,7:00 PM,FREE,BUSY
2025-03-20,7:00 PM,8:00 PM,Tampa Bay at Dallas,American Airlines Center - Dallas - TX,FDSNSUN /  Victory+,2025-03-20,2025-03-20,10:00 PM,11:00 PM,false,true,2025-03-20,6:00 PM,7:00 PM,FREE,BUSY
2025-03-22,1:00 PM,2:00 PM,Philadelphia at Dallas,American Airlines Center - Dallas - TX,NBCSP /  Victory+,2025-03-22,2025-03-22,4:00 PM,5:00 PM,false,true,2025-03-22,12:00 PM,1:00 PM,FREE,BUSY
2025-03-24,7:00 PM,8:00 PM,Minnesota at Dallas,American Airlines Center - Dallas - TX,FDSNNO / FDSNWIX /  Victory+,2025-03-24,2025-03-24,10:00 PM,11:00 PM,false,true,2025-03-24,6:00 PM,7:00 PM,FREE,BUSY
2025-04-03,7:00 PM,8:00 PM,Nashville at Dallas,American Airlines Center - Dallas - TX,FDSNSO /  Victory+,2025-04-03,2025-04-03,10:00 PM,11:00 PM,false,true,2025-04-03,6:00 PM,7:00 PM,FREE,BUSY
2025-04-05,2:00 PM,3:00 PM,Pittsburgh at Dallas,American Airlines Center - Dallas - TX,TVAS / ESPN+ / ABC,2025-04-05,2025-04-05,5:00 PM,6:00 PM,false,true,2025-04-05,1:00 PM,2:00 PM,FREE,BUSY
2025-04-08,7:00 PM,8:00 PM,Vancouver at Dallas,American Airlines Center - Dallas - TX,SNP /  Victory+,2025-04-08,2025-04-08,10:00 PM,11:00 PM,false,true,2025-04-08,6:00 PM,7:00 PM,FREE,BUSY
2025-04-10,7:00 PM,8:00 PM,Winnipeg at Dallas,American Airlines Center - Dallas - TX,TSN3 /  Victory+,2025-04-10,2025-04-10,10:00 PM,11:00 PM,false,true,2025-04-10,6:00 PM,7:00 PM,FREE,BUSY
2025-04-12,7:00 PM,8:00 PM,Utah at Dallas,American Airlines Center - Dallas - TX,Utah16 /  Victory+,2025-04-12,2025-04-12,10:00 PM,11:00 PM,false,true,2025-04-12,6:00 PM,7:00 PM,FREE,BUSY
2024-09-25,7:00 PM,8:00 PM,Detroit 4 - Chicago 2,United Center - null, ,2024-09-25,2024-09-25,10:00 PM,11:00 PM,false,true,2024-09-25,6:00 PM,7:00 PM,FREE,BUSY
2024-10-04,7:30 PM,8:30 PM,Minnesota 6 - Chicago 1,United Center - null,BSN /  CHSN,2024-10-04,2024-10-04,10:30 PM,11:30 PM,false,true,2024-10-04,6:30 PM,7:30 PM,FREE,BUSY
2024-10-05,7:00 PM,8:00 PM,St. Louis 2 - Chicago 6,Fiserv Forum - null,NHLN /  CHSN,2024-10-05,2024-10-05,10:00 PM,11:00 PM,false,true,2024-10-05,6:00 PM,7:00 PM,FREE,BUSY
2024-10-17,7:30 PM,8:30 PM,San Jose 2 - Chicago 4,United Center - Chicago - IL,NBCSCA /  CHSN,2024-10-17,2024-10-17,10:30 PM,11:30 PM,false,true,2024-10-17,6:30 PM,7:30 PM,FREE,BUSY
2024-10-19,7:00 PM,8:00 PM,Buffalo 4 - Chicago 2,United Center - Chicago - IL,MSG-B /  CHSN,2024-10-19,2024-10-19,10:00 PM,11:00 PM,false,true,2024-10-19,6:00 PM,7:00 PM,FREE,BUSY
2024-10-22,7:15 PM,8:15 PM,Vancouver 6 - Chicago 3,United Center - Chicago - IL,SNP /  CHSN,2024-10-22,2024-10-22,10:15 PM,11:15 PM,false,true,2024-10-22,6:15 PM,7:15 PM,FREE,BUSY
2024-10-25,7:30 PM,8:30 PM,Nashville 3 - Chicago 2,United Center - Chicago - IL,ESPN+ / HULU,2024-10-25,2024-10-25,10:30 PM,11:30 PM,false,true,2024-10-25,6:30 PM,7:30 PM,FREE,BUSY
2024-11-06,7:00 PM,8:00 PM,Detroit 4 - Chicago 1,United Center - Chicago - IL,TNT / truTV / MAX / TVAS-D,2024-11-06,2024-11-06,10:00 PM,11:00 PM,false,true,2024-11-06,6:00 PM,7:00 PM,FREE,BUSY
2024-11-10,6:00 PM,7:00 PM,Minnesota 1 - Chicago 2,United Center - Chicago - IL,TVAS / SN / SN360 /  FDSNNO / FDSNWI /  CHSN,2024-11-10,2024-11-10,9:00 PM,10:00 PM,false,true,2024-11-10,5:00 PM,6:00 PM,FREE,BUSY
2024-11-19,7:30 PM,8:30 PM,Anaheim 3 - Chicago 2,United Center - Chicago - IL,KCOP-13 / Victory+ /  CHSN,2024-11-19,2024-11-19,10:30 PM,11:30 PM,false,true,2024-11-19,6:30 PM,7:30 PM,FREE,BUSY
2024-11-21,7:30 PM,8:30 PM,Florida 1 - Chicago 3,United Center - Chicago - IL,ESPN+ / HULU / TVAS-D,2024-11-21,2024-11-21,10:30 PM,11:30 PM,false,true,2024-11-21,6:30 PM,7:30 PM,FREE,BUSY
2024-11-27,7:30 PM,8:30 PM,Dallas 2 - Chicago 6,United Center - Chicago - IL,Victory+ /  CHSN+,2024-11-27,2024-11-27,10:30 PM,11:30 PM,false,true,2024-11-27,6:30 PM,7:30 PM,FREE,BUSY
2024-12-01,2:00 PM,3:00 PM,Columbus 6 - Chicago 3,United Center - Chicago - IL,FDSNOH /  CHSN,2024-12-01,2024-12-01,5:00 PM,6:00 PM,false,true,2024-12-01,1:00 PM,2:00 PM,FREE,BUSY
2024-12-04,6:30 PM,7:30 PM,Boston 4 - Chicago 2,United Center - Chicago - IL,TVAS / TNT / MAX /  CHSN,2024-12-04,2024-12-04,9:30 PM,10:30 PM,false,true,2024-12-04,5:30 PM,6:30 PM,FREE,BUSY
2024-12-07,3:00 PM,4:00 PM,Winnipeg 4 - Chicago 2,United Center - Chicago - IL,TSN3 /  CHSN,2024-12-07,2024-12-07,6:00 PM,7:00 PM,false,true,2024-12-07,2:00 PM,3:00 PM,FREE,BUSY
2024-12-15,2:00 PM,3:00 PM,Ny Islanders 3 - Chicago 5,United Center - Chicago - IL,TVAS / SN / NHLN /  MSGSN /  CHSN,2024-12-15,2024-12-15,5:00 PM,6:00 PM,false,true,2024-12-15,1:00 PM,2:00 PM,FREE,BUSY
2024-12-17,7:30 PM,8:30 PM,Washington 2 - Chicago 3,United Center - Chicago - IL,MNMT /  CHSN,2024-12-17,2024-12-17,10:30 PM,11:30 PM,false,true,2024-12-17,6:30 PM,7:30 PM,FREE,BUSY
2024-12-19,7:30 PM,8:30 PM,Seattle 1 - Chicago 3,United Center - Chicago - IL,KONG / KHN /  CHSN+,2024-12-19,2024-12-19,10:30 PM,11:30 PM,false,true,2024-12-19,6:30 PM,7:30 PM,FREE,BUSY
2024-12-29,7:30 PM,8:30 PM,Dallas 5 - Chicago 1,United Center - Chicago - IL,SN360 / ESPN,2024-12-29,2024-12-29,10:30 PM,11:30 PM,false,true,2024-12-29,6:30 PM,7:30 PM,FREE,BUSY
2024-12-31,4:00 PM,5:00 PM,St. Louis 6 - Chicago 2,Wrigley Field - Chicago - IL,TVAS / SN / TNT / truTV / MAX,2024-12-31,2024-12-31,7:00 PM,8:00 PM,false,true,2024-12-31,3:00 PM,4:00 PM,FREE,BUSY
2025-01-03,7:00 PM,8:00 PM,Montréal 2 - Chicago 4,United Center - Chicago - IL,RDS / TSN2 /  CHSN,2025-01-03,2025-01-03,10:00 PM,11:00 PM,false,true,2025-01-03,6:00 PM,7:00 PM,FREE,BUSY
2025-01-05,2:00 PM,3:00 PM,Ny Rangers 6 - Chicago 2,United Center - Chicago - IL,TVAS / SN / ESPN+ / ABC,2025-01-05,2025-01-05,5:00 PM,6:00 PM,false,true,2025-01-05,1:00 PM,2:00 PM,FREE,BUSY
2025-01-08,6:30 PM,7:30 PM,Colorado at Chicago,United Center - Chicago - IL,TVAS / TNT / MAX /  ALT2,2025-01-08,2025-01-08,9:30 PM,10:30 PM,false,true,2025-01-08,5:30 PM,6:30 PM,FREE,BUSY
2025-01-11,6:00 PM,7:00 PM,Edmonton at Chicago,United Center - Chicago - IL,SNW /  CHSN,2025-01-11,2025-01-11,9:00 PM,10:00 PM,false,true,2025-01-11,5:00 PM,6:00 PM,FREE,BUSY
2025-01-13,6:30 PM,7:30 PM,Calgary at Chicago,United Center - Chicago - IL,NHLN / TVAS-D / Prime /  CHSN,2025-01-13,2025-01-13,9:30 PM,10:30 PM,false,true,2025-01-13,5:30 PM,6:30 PM,FREE,BUSY
2025-01-18,7:00 PM,8:00 PM,Vegas at Chicago,United Center - Chicago - IL,SCRIPPS /  CHSN,2025-01-18,2025-01-18,10:00 PM,11:00 PM,false,true,2025-01-18,6:00 PM,7:00 PM,FREE,BUSY
2025-01-20,7:30 PM,8:30 PM,Carolina at Chicago,United Center - Chicago - IL,TVAS-D /  FDSNSO /  CHSN,2025-01-20,2025-01-20,10:30 PM,11:30 PM,false,true,2025-01-20,6:30 PM,7:30 PM,FREE,BUSY
2025-01-24,7:00 PM,8:00 PM,Tampa Bay at Chicago,United Center - Chicago - IL,TVAS / SN /  FDSNSUN /  CHSN,2025-01-24,2025-01-24,10:00 PM,11:00 PM,false,true,2025-01-24,6:00 PM,7:00 PM,FREE,BUSY
2025-01-26,6:00 PM,7:00 PM,Minnesota at Chicago,United Center - Chicago - IL,SN1 /  FDSNNO / FDSNWI /  CHSN,2025-01-26,2025-01-26,9:00 PM,10:00 PM,false,true,2025-01-26,5:00 PM,6:00 PM,FREE,BUSY
2025-02-05,8:30 PM,9:30 PM,Edmonton at Chicago,United Center - Chicago - IL,TVAS / TNT / truTV / MAX / SN,2025-02-05,2025-02-06,11:30 PM,12:30 AM,false,true,2025-02-05,7:30 PM,8:30 PM,FREE,BUSY
2025-02-07,7:30 PM,8:30 PM,Nashville at Chicago,United Center - Chicago - IL,FDSNSO /  CHSN,2025-02-07,2025-02-07,10:30 PM,11:30 PM,false,true,2025-02-07,6:30 PM,7:30 PM,FREE,BUSY
2025-02-23,6:00 PM,7:00 PM,Toronto at Chicago,United Center - Chicago - IL,TSN4 /  CHSN,2025-02-23,2025-02-23,9:00 PM,10:00 PM,false,true,2025-02-23,5:00 PM,6:00 PM,FREE,BUSY
2025-03-03,7:30 PM,8:30 PM,Los Angeles at Chicago,United Center - Chicago - IL,TVAS /  FDSNW /  CHSN,2025-03-03,2025-03-03,10:30 PM,11:30 PM,false,true,2025-03-03,6:30 PM,7:30 PM,FREE,BUSY
2025-03-05,6:30 PM,7:30 PM,Ottawa at Chicago,United Center - Chicago - IL,TVAS / SN /  CHSN,2025-03-05,2025-03-05,9:30 PM,10:30 PM,false,true,2025-03-05,5:30 PM,6:30 PM,FREE,BUSY
2025-03-07,7:30 PM,8:30 PM,Utah at Chicago,United Center - Chicago - IL,Utah16 /  CHSN,2025-03-07,2025-03-07,10:30 PM,11:30 PM,false,true,2025-03-07,6:30 PM,7:30 PM,FREE,BUSY
2025-03-18,7:30 PM,8:30 PM,Seattle at Chicago,United Center - Chicago - IL,KONG / KHN /  CHSN,2025-03-18,2025-03-18,10:30 PM,11:30 PM,false,true,2025-03-18,6:30 PM,7:30 PM,FREE,BUSY
2025-03-20,7:30 PM,8:30 PM,Los Angeles at Chicago,United Center - Chicago - IL,FDSNW /  CHSN,2025-03-20,2025-03-20,10:30 PM,11:30 PM,false,true,2025-03-20,6:30 PM,7:30 PM,FREE,BUSY
2025-03-23,2:00 PM,3:00 PM,Philadelphia at Chicago,United Center - Chicago - IL,TVAS / SN /  NBCSP /  CHSN,2025-03-23,2025-03-23,5:00 PM,6:00 PM,false,true,2025-03-23,1:00 PM,2:00 PM,FREE,BUSY
2025-03-26,6:30 PM,7:30 PM,New Jersey at Chicago,United Center - Chicago - IL,TVAS2 / TNT / truTV / MAX /  CHSN,2025-03-26,2025-03-26,9:30 PM,10:30 PM,false,true,2025-03-26,5:30 PM,6:30 PM,FREE,BUSY
2025-03-28,7:30 PM,8:30 PM,Vegas at Chicago,United Center - Chicago - IL,SCRIPPS /  CHSN,2025-03-28,2025-03-28,10:30 PM,11:30 PM,false,true,2025-03-28,6:30 PM,7:30 PM,FREE,BUSY
2025-03-30,3:00 PM,4:00 PM,Utah at Chicago,United Center - Chicago - IL,Utah16 /  CHSN,2025-03-30,2025-03-30,6:00 PM,7:00 PM,false,true,2025-03-30,2:00 PM,3:00 PM,FREE,BUSY
2025-04-02,8:30 PM,9:30 PM,Colorado at Chicago,United Center - Chicago - IL,TVAS / TNT / truTV / MAX /  ALT2,2025-04-02,2025-04-03,11:30 PM,12:30 AM,false,true,2025-04-02,7:30 PM,8:30 PM,FREE,BUSY
2025-04-06,5:00 PM,6:00 PM,Pittsburgh at Chicago,United Center - Chicago - IL,SN /  SN-PIT /  CHSN,2025-04-06,2025-04-06,8:00 PM,9:00 PM,false,true,2025-04-06,4:00 PM,5:00 PM,FREE,BUSY
2025-04-12,6:00 PM,7:00 PM,Winnipeg at Chicago,United Center - Chicago - IL,CITY / SNW /  CHSN,2025-04-12,2025-04-12,9:00 PM,10:00 PM,false,true,2025-04-12,5:00 PM,6:00 PM,FREE,BUSY
2024-09-22,5:00 PM,5:00 PM,Ny Rangers 3 - Boston 2,TD Garden - null,MSG /  NESN,2024-09-22,2024-09-22,8:00 PM,8:00 PM,false,true,2024-09-22,4:00 PM,4:00 PM,FREE,BUSY
2024-09-24,7:00 PM,7:00 PM,Washington 2 - Boston 4,TD Garden - null,SN1 / NHLN /  MNMT /  NESNplus,2024-09-24,2024-09-24,10:00 PM,10:00 PM,false,true,2024-09-24,6:00 PM,6:00 PM,FREE,BUSY
2024-10-01,7:00 PM,7:00 PM,Philadelphia 1 - Boston 4,TD Garden - null,NESN,2024-10-01,2024-10-01,10:00 PM,10:00 PM,false,true,2024-10-01,6:00 PM,6:00 PM,FREE,BUSY
2024-10-10,7:00 PM,7:00 PM,Montréal 4 - Boston 6,TD Garden - Boston - MA,RDS / TSN2 /  NESN,2024-10-10,2024-10-10,10:00 PM,10:00 PM,false,true,2024-10-10,6:00 PM,6:00 PM,FREE,BUSY
2024-10-12,1:00 PM,1:00 PM,Los Angeles 1 - Boston 2,TD Garden - Boston - MA,SN1 /  BSW /  NESN,2024-10-12,2024-10-12,4:00 PM,4:00 PM,false,true,2024-10-12,12:00 PM,12:00 PM,FREE,BUSY
2024-10-14,1:00 PM,1:00 PM,Florida 4 - Boston 3,TD Garden - Boston - MA,TVAS /  SCRIPPS /  NESN,2024-10-14,2024-10-14,4:00 PM,4:00 PM,false,true,2024-10-14,12:00 PM,12:00 PM,FREE,BUSY
2024-10-24,7:00 PM,7:00 PM,Dallas 5 - Boston 2,TD Garden - Boston - MA,TVAS / SNE / SNO / SNP /  Victory+ /  NESN,2024-10-24,2024-10-24,10:00 PM,10:00 PM,false,true,2024-10-24,6:00 PM,6:00 PM,FREE,BUSY
2024-10-26,7:00 PM,7:00 PM,Toronto 3 - Boston 4,TD Garden - Boston - MA,CBC / SNO / SNP / NHLN /  NESN,2024-10-26,2024-10-26,10:00 PM,10:00 PM,false,true,2024-10-26,6:00 PM,6:00 PM,FREE,BUSY
2024-10-29,7:00 PM,7:00 PM,Philadelphia 2 - Boston 0,TD Garden - Boston - MA,SN1 /  NBCSP /  NESN,2024-10-29,2024-10-29,10:00 PM,10:00 PM,false,true,2024-10-29,6:00 PM,6:00 PM,FREE,BUSY
2024-11-03,5:00 PM,5:00 PM,Seattle 0 - Boston 2,TD Garden - Boston - MA,TVAS / SN1 / SNE / SNW / SNP /  KONG / KHN /  NESN,2024-11-03,2024-11-03,8:00 PM,8:00 PM,false,true,2024-11-03,4:00 PM,4:00 PM,FREE,BUSY
2024-11-07,7:00 PM,7:00 PM,Calgary 3 - Boston 4,TD Garden - Boston - MA,SN /  NESN,2024-11-07,2024-11-07,10:00 PM,10:00 PM,false,true,2024-11-07,6:00 PM,6:00 PM,FREE,BUSY
2024-11-09,7:00 PM,7:00 PM,Ottawa 3 - Boston 2,TD Garden - Boston - MA,CITY / NHLN / TVAS-D /  NESN,2024-11-09,2024-11-09,10:00 PM,10:00 PM,false,true,2024-11-09,6:00 PM,6:00 PM,FREE,BUSY
2024-11-16,1:00 PM,1:00 PM,St. Louis 3 - Boston 2,TD Garden - Boston - MA,SN / NHLN /  FDSNMW /  NESN,2024-11-16,2024-11-16,4:00 PM,4:00 PM,false,true,2024-11-16,12:00 PM,12:00 PM,FREE,BUSY
2024-11-18,7:00 PM,7:00 PM,Columbus 5 - Boston 1,TD Garden - Boston - MA,FDSNOH /  NESN,2024-11-18,2024-11-18,10:00 PM,10:00 PM,false,true,2024-11-18,6:00 PM,6:00 PM,FREE,BUSY
2024-11-21,7:00 PM,7:00 PM,Utah 0 - Boston 1,TD Garden - Boston - MA,TVAS / SNO /  Utah16 /  NESN,2024-11-21,2024-11-21,10:00 PM,10:00 PM,false,true,2024-11-21,6:00 PM,6:00 PM,FREE,BUSY
2024-11-26,7:00 PM,7:00 PM,Vancouver 2 - Boston 0,TD Garden - Boston - MA,SN /  NESN,2024-11-26,2024-11-26,10:00 PM,10:00 PM,false,true,2024-11-26,6:00 PM,6:00 PM,FREE,BUSY
2024-11-29,6:30 PM,6:30 PM,Pittsburgh 2 - Boston 1,TD Garden - Boston - MA,TVAS / SNE / SNO / SNP / TNT / MAX,2024-11-29,2024-11-29,9:30 PM,9:30 PM,false,true,2024-11-29,5:30 PM,5:30 PM,FREE,BUSY
2024-12-01,3:00 PM,3:00 PM,Montréal 3 - Boston 6,TD Garden - Boston - MA,SN /  RDS /  NESN,2024-12-01,2024-12-01,6:00 PM,6:00 PM,false,true,2024-12-01,2:00 PM,2:00 PM,FREE,BUSY
2024-12-03,7:00 PM,7:00 PM,Detroit 2 - Boston 3,TD Garden - Boston - MA,SN1 / SNE / SNO / ESPN+ / HULU,2024-12-03,2024-12-03,10:00 PM,10:00 PM,false,true,2024-12-03,6:00 PM,6:00 PM,FREE,BUSY
2024-12-07,1:00 PM,1:00 PM,Philadelphia 3 - Boston 4,TD Garden - Boston - MA,SN / NHLN /  NBCSP /  NESN,2024-12-07,2024-12-07,4:00 PM,4:00 PM,false,true,2024-12-07,12:00 PM,12:00 PM,FREE,BUSY
2024-12-21,7:00 PM,7:00 PM,Buffalo 1 - Boston 3,TD Garden - Boston - MA,MSG-B /  NESN,2024-12-21,2024-12-21,10:00 PM,10:00 PM,false,true,2024-12-21,6:00 PM,6:00 PM,FREE,BUSY
2024-12-23,7:00 PM,7:00 PM,Washington 1 - Boston 4,TD Garden - Boston - MA,TVAS /  MNMT /  NESN,2024-12-23,2024-12-23,10:00 PM,10:00 PM,false,true,2024-12-23,6:00 PM,6:00 PM,FREE,BUSY
2024-12-28,7:00 PM,7:00 PM,Columbus 0 - Boston 4,TD Garden - Boston - MA,FDSNOH /  NESN,2024-12-28,2024-12-28,10:00 PM,10:00 PM,false,true,2024-12-28,6:00 PM,6:00 PM,FREE,BUSY
2025-01-05,6:00 PM,6:00 PM,Ny Islanders at Boston,TD Garden - Boston - MA,TVAS / SNE / SNW / SNP /  MSGSN /  NESN,2025-01-05,2025-01-05,9:00 PM,9:00 PM,false,true,2025-01-05,5:00 PM,5:00 PM,FREE,BUSY
2025-01-07,7:00 PM,7:00 PM,Edmonton at Boston,TD Garden - Boston - MA,TVAS / SN1 / SNW /  NESN,2025-01-07,2025-01-07,10:00 PM,10:00 PM,false,true,2025-01-07,6:00 PM,6:00 PM,FREE,BUSY
2025-01-14,7:00 PM,7:00 PM,Tampa Bay at Boston,TD Garden - Boston - MA,TVAS / SN1 /  FDSNSUN /  NESN,2025-01-14,2025-01-14,10:00 PM,10:00 PM,false,true,2025-01-14,6:00 PM,6:00 PM,FREE,BUSY
2025-01-20,1:00 PM,1:00 PM,San Jose at Boston,TD Garden - Boston - MA,NBCSCA /  NESN,2025-01-20,2025-01-20,4:00 PM,4:00 PM,false,true,2025-01-20,12:00 PM,12:00 PM,FREE,BUSY
2025-01-23,7:00 PM,7:00 PM,Ottawa at Boston,TD Garden - Boston - MA,RDS2 / TSN5 /  NESN,2025-01-23,2025-01-23,10:00 PM,10:00 PM,false,true,2025-01-23,6:00 PM,6:00 PM,FREE,BUSY
2025-01-25,1:00 PM,1:00 PM,Colorado at Boston,TD Garden - Boston - MA,TVAS / SN / NHLN /  ALT /  NESN,2025-01-25,2025-01-25,4:00 PM,4:00 PM,false,true,2025-01-25,12:00 PM,12:00 PM,FREE,BUSY
2025-01-30,7:00 PM,7:00 PM,Winnipeg at Boston,TD Garden - Boston - MA,TSN3 /  NESN,2025-01-30,2025-01-30,10:00 PM,10:00 PM,false,true,2025-01-30,6:00 PM,6:00 PM,FREE,BUSY
2025-02-01,3:30 PM,3:30 PM,Ny Rangers at Boston,TD Garden - Boston - MA,TVAS / SN / ESPN+ / ABC,2025-02-01,2025-02-01,6:30 PM,6:30 PM,false,true,2025-02-01,2:30 PM,2:30 PM,FREE,BUSY
2025-02-04,7:00 PM,7:00 PM,Minnesota at Boston,TD Garden - Boston - MA,TVAS /  FDSNNO / FDSNWI /  NESN,2025-02-04,2025-02-04,10:00 PM,10:00 PM,false,true,2025-02-04,6:00 PM,6:00 PM,FREE,BUSY
2025-02-08,3:30 PM,3:30 PM,Vegas at Boston,TD Garden - Boston - MA,TVAS / SN / ESPN+ / ABC,2025-02-08,2025-02-08,6:30 PM,6:30 PM,false,true,2025-02-08,2:30 PM,2:30 PM,FREE,BUSY
2025-02-22,7:00 PM,7:00 PM,Anaheim at Boston,TD Garden - Boston - MA,Victory+ / KTTV /  NESN,2025-02-22,2025-02-22,10:00 PM,10:00 PM,false,true,2025-02-22,6:00 PM,6:00 PM,FREE,BUSY
2025-02-25,7:00 PM,7:00 PM,Toronto at Boston,TD Garden - Boston - MA,TSN4 /  NESN,2025-02-25,2025-02-25,10:00 PM,10:00 PM,false,true,2025-02-25,6:00 PM,6:00 PM,FREE,BUSY
2025-02-27,7:00 PM,7:00 PM,Ny Islanders at Boston,TD Garden - Boston - MA,MSGSN /  NESN,2025-02-27,2025-02-27,10:00 PM,10:00 PM,false,true,2025-02-27,6:00 PM,6:00 PM,FREE,BUSY
2025-03-04,7:00 PM,7:00 PM,Nashville at Boston,TD Garden - Boston - MA,TVAS / SNE / SNO / SNP /  FDSNSO /  NESN,2025-03-04,2025-03-04,10:00 PM,10:00 PM,false,true,2025-03-04,6:00 PM,6:00 PM,FREE,BUSY
2025-03-11,7:00 PM,7:00 PM,Florida at Boston,TD Garden - Boston - MA,TVAS / SN /  SCRIPPS /  NESN,2025-03-11,2025-03-11,10:00 PM,10:00 PM,false,true,2025-03-11,6:00 PM,6:00 PM,FREE,BUSY
2025-03-15,7:00 PM,7:00 PM,Tampa Bay at Boston,TD Garden - Boston - MA,FDSNSUN /  NESN,2025-03-15,2025-03-15,10:00 PM,10:00 PM,false,true,2025-03-15,6:00 PM,6:00 PM,FREE,BUSY
2025-03-17,7:00 PM,7:00 PM,Buffalo at Boston,TD Garden - Boston - MA,TVAS-D /  MSG-B /  NESN,2025-03-17,2025-03-17,10:00 PM,10:00 PM,false,true,2025-03-17,6:00 PM,6:00 PM,FREE,BUSY
